id,name,description,region,city,distance,images,tags,location,created_at,category
6cc83001-5676-4d8e-8b06-22f0ab80eb5b,Baro River Kayaking,Long-distance river paddling through the lush lowlands of Gambella.,Gambela,Gambela,,[],"[""kayaking"",""gambella"",""river""]","{""lat"":8.2503656,""lng"":34.5877344}",2026-07-27 22:07:25.776912+00,adventure
6ceaf39e-da7e-4e79-8097-f606b29cf7f6,Simien Mountains Ultra-Marathon Trail,"Extreme high-altitude trail running route above 3,000 meters.",Amhara,,,[],"[""simien"",""ultra-marathon"",""high-altitude""]","{""lat"":13.2458802,""lng"":38.0999456}",2026-07-27 22:07:25.776912+00,sports
6d0addeb-e6bf-4e18-9fd9-476918014e60,Wukro Museum Memorial Wing,Museum wing dedicated to preserving conflict heritage.,Tigray,Wukro,,[],"[""wukro-museum"",""memorial-wing"",""history""]","{""lat"":13.7862549,""lng"":39.601525}",2026-07-27 22:07:25.776912+00,dark
6d1ff157-30a7-4e30-a84b-3e6902657388,Menz Guassa Community Conservation Volunteer Base,Community-led conservation base welcoming research and ecological volunteers.,Amhara,,,[],"[""guassa"",""community-base"",""conservation""]","{""lat"":10.3511111,""lng"":39.7959722}",2026-07-27 22:07:25.776912+00,voluntourism
6d8a98f8-7f29-4096-986a-1fdff33246ac,Dessie Youth & Vocational Training Volunteers,Vocational training centers seeking technical skills volunteers.,Amhara,Dessie,,[],"[""dessie"",""vocational-training"",""youth""]","{""lat"":11.122604,""lng"":39.634982}",2026-07-27 22:07:25.776912+00,voluntourism
6de79b57-18cb-4858-b7a4-cd7efe7f713f,Sebatenia Traditional Goods Market,"Mercato section specialized in clay pots, ironwork, and spices.",Addis Ababa,Addis Ababa,,[],"[""sebatenia"",""addis"",""spices""]","{""lat"":9.0358119,""lng"":38.7524315}",2026-07-27 22:07:25.776912+00,shopping
6e30a166-b1cf-4a6d-8ba8-b290c765f9c8,Lake Besaka Hydrological Phenomenon Site,Field study site for rapid volcanic lake water expansion.,,,,[],"[""lake-besaka"",""hydrology"",""lake-expansion""]",,2026-07-27 22:07:25.776912+00,educational
6ebdfa50-948b-4a55-b876-75027bfeff53,Unison Hotel Executive Suites,Premier luxury hotel accommodations in Hawassa.,Amhara,Bahir Dar Special Zone,,[],"[""unison-hotel"",""executive-suites"",""hawassa""]","{""lat"":11.5957145,""lng"":37.3854336}",2026-07-27 22:07:25.776912+00,luxury
6ec0c0e2-9f74-4a68-83a1-19a1b25e40cf,Amba Alagi Mountain Pass Conflict Site,High mountain pass battlefield site of major WWII engagements in 1941.,Tigray,Mecam,,[],"[""amba-alagi"",""mountain-pass"",""ww2-battlefield""]","{""lat"":12.75,""lng"":39.68333}",2026-07-27 22:07:25.776912+00,dark
6ed10846-8977-4147-8645-539cc1aa8ac0,Chelba Tutiti Megalithic Burial Site,"Massive ancient burial site holding over 1,500 carved stone stelae.",,,,[],"[""chelba-tutiti"",""burial-site"",""megaliths""]",,2026-07-27 22:07:25.776912+00,dark
6ed137e6-b2fb-45de-a9cb-632d60b3e26e,Aksum Stelae Field Perimeter Walk,Free public view walk surrounding the central stelae park.,,,,[],"[""axum"",""perimeter-walk"",""stelae-view""]",,2026-07-27 22:07:25.776912+00,budget
6ee3278a-2bde-4a93-ad42-b5292b25b6f9,Borena Plain Astronomy Observation Sites,Flat open savannah plains offering low atmospheric humidity and dark skies.,,,,[],"[""borena-plain"",""astronomy"",""clear-sky""]",,2026-07-27 22:07:25.776912+00,space
6eec3cd6-0847-4e46-979d-28b1aa86c20a,Lake Tana Islands Bird Sanctuaries,Islands and papyrus beds providing nesting grounds for pelicans.,,,,[],"[""lake-tana"",""bird-sanctuary"",""pelicans""]",,2026-07-27 22:07:25.776912+00,wildlife
6ef89f25-49f4-4d34-a0b2-4366d37d902a,Chencha Dorze Traditional Kocho Bread Tasting Houses,Village cultural huts serving fresh fire-baked Kocho bread with hot chili paste.,South Ethiopia Regional State,Dorze,,[],"[""dorze"",""kocho-bread"",""fermented-enset""]","{""lat"":6.1948568,""lng"":37.5743447}",2026-07-27 22:07:25.776912+00,culinary
6f0c80e8-8f2a-4577-810c-26657a4753e3,Jinka South Omo Research Center (SORC) Museum,Academic research base and museum documenting Omo Valley cultures.,South Ethiopia Regional State,Jinka,,[],"[""sorc"",""jinka"",""ethnographic-museum""]","{""lat"":5.786181,""lng"":36.5654425}",2026-07-27 22:07:25.776912+00,educational
6f424124-ebba-488d-b52f-1af1a3422633,Guji Gold & Gem Artisanal Shops,Local trade outlets selling raw mineral and artisanal gold items.,Oromia,Shakiso,,[],"[""shakiso"",""guji-gold"",""gems""]","{""lat"":5.7746802,""lng"":38.9028468}",2026-07-27 22:07:25.776912+00,shopping
6f76873a-2039-489a-9879-f0a6b25c24c2,Hawassa Lakefront City & Boulevard,Rapidly growing modern rift valley city centered on Lake Hawassa.,Sidama,Hawassa,,[],"[""hawassa"",""lakefront-city"",""boulevard""]","{""lat"":7.0481029,""lng"":38.47861}",2026-07-27 22:07:25.776912+00,urban
6f9058d6-050c-460d-b4e6-dda815555391,Hyatt Regency Addis Ababa Event Venues,Modern corporate meeting halls located adjacent to Meskel Square.,Addis Ababa,Kirkos,,[],"[""hyatt-regency"",""event-venue"",""meskel-square""]","{""lat"":9.0100868,""lng"":38.7640678}",2026-07-27 22:07:25.776912+00,business
708dce05-ba03-4a7a-a387-5aa2ce0ee152,Bishoftu Natural Thermal Hydrotherapy Baths,Geothermal thermal baths used for natural hydrotherapy treatments.,Oromia,Bishoftu,,[],"[""hydrotherapy"",""thermal"",""bishoftu""]","{""lat"":8.750004,""lng"":38.981734}",2026-07-27 22:07:25.776912+00,medical
70cecc9a-79c8-4b63-977f-1ec8642df328,Jimma Arabica Coffee Farm Tasting Outlets,Origin farm tasting centers for Jimma Arabica coffee strains.,Oromia,Jimma,,[],"[""jimma"",""arabica-tasting"",""coffee-farms""]","{""lat"":7.6756152,""lng"":36.8478779}",2026-07-27 22:07:25.776912+00,culinary
70d891ea-fc2f-47a2-9747-c78f8fc3249a,Mount Guna Ridge Dark-Sky Site,High-altitude mountain ridge free from urban light pollution.,,,,[],"[""mount-guna"",""dark-sky"",""gondar""]",,2026-07-27 22:07:25.776912+00,space
717107ce-f6a3-4b16-a798-5e52ff9e657c,Gurage Enset Agro-Forestry Farms,Intensive enset agro-forestry systems integrated with livestock.,,,,[],"[""gurage"",""enset"",""agro-forestry""]",,2026-07-27 22:07:25.776912+00,agritourism
71853a5b-2c2e-416d-803e-b4bb670de0ac,Hararghe Khat & Coffee Terrace Farms,Intricately terraced mountain farms growing khat and Harar coffee.,,,,[],"[""hararghe"",""khat-terraces"",""coffee""]",,2026-07-27 22:07:25.776912+00,agritourism
71a0f2e7-dfb2-4f1e-86d3-c339cb24bd5a,Sabon Hotel MICE Center,Modern meeting center equipped for business seminars.,Addis Ababa,Bole,,[],"[""sabon-hotel"",""mice"",""addis""]","{""lat"":8.9997998,""lng"":38.7840093}",2026-07-27 22:07:25.776912+00,business
71bfbd21-38b2-4cc9-8fe7-c9f387c89b43,Sidama Cultural Bamboo Settlements,Traditional rural settlements showcasing Sidama architectural heritage.,Sidama,Hawassa,,[],"[""sidama"",""bamboo"",""hawassa""]","{""lat"":7.0519849,""lng"":38.4834978}",2026-07-27 22:07:25.776912+00,cultural
7288f377-de14-49a6-abe4-ecce81608dc2,Capital Hotel & Spa Flat Access Wing,Equipped with wide elevators and step-free access to dining and spa.,Addis Ababa,Bole,,[],"[""capital-hotel"",""flat-access"",""elevators""]","{""lat"":9.0135725,""lng"":38.7800846}",2026-07-27 22:07:25.776912+00,accessible
72959167-72a6-43cf-af90-6344ccf7430c,Soro Rural Agricultural Communities,Rural farming hamlets in Hadiya.,,,,[],"[""soro"",""hadiya"",""agricultural""]",,2026-07-27 22:07:25.776912+00,rural
72dca287-624c-468a-a6c6-a5fd99ba4909,Sodere Handicrafts & Clay Souvenir Stalls,Market stalls selling traditional clay pottery and carved crafts.,Oromia,Sodere,,[],"[""sodere"",""clay-crafts"",""handicrafts""]","{""lat"":8.4034494,""lng"":39.3869748}",2026-07-27 22:07:25.776912+00,shopping
72e965f1-e8b4-435a-8127-1ec31d3d45ea,Gondar Fasiledes Stadium,Primary sports venue serving Gondar.,Amhara,Gonder,,[],"[""gondar"",""fasiledes-stadium"",""sports""]","{""lat"":12.610368,""lng"":37.466766}",2026-07-27 22:07:25.776912+00,sports
72e9f520-f4ea-4bac-8419-6688f25a6966,Lake Langano Watersports & Windsurfing,Popular Rift Valley freshwater lake for windsurfing and motorboating.,Oromia,,,[],"[""watersports"",""windsurfing"",""rift-valley""]","{""lat"":5,""lng"":37}",2026-07-27 22:07:25.776912+00,adventure
7326e44a-6069-462a-abf4-ee25de2db194,Arba Minch Viewpoint Public Grounds,Highland public viewpoint overlooking Lake Abaya and Lake Chamo.,South Ethiopia Regional State,Arba Minch,,[],"[""arba-minch"",""viewpoint"",""public-grounds""]","{""lat"":6.0215142,""lng"":37.5539809}",2026-07-27 22:07:25.776912+00,budget
737dad16-70aa-4b63-bd37-f2563ce871ed,Gonderine Royal Castle Enclosure (Fasil Ghebbi),17th-century UNESCO fortress city of Ethiopian emperors.,Amhara,Gonder,,[],"[""gondar"",""castles"",""unesco""]","{""lat"":12.610368,""lng"":37.466766}",2026-07-27 22:07:25.776912+00,cultural
739a8b04-9360-4442-8326-c61ffe7de64f,Babile Rock Formations,Balancing granite boulders creating otherworldly landscape photography.,,,,[],"[""babile"",""rock-formations"",""geomorphology""]",,2026-07-27 22:07:25.776912+00,space
73ac5648-8a44-493e-81ad-74bd712adc6f,Lake Chamo Boat Safari Launch Point,Boat launch point for wildlife safaris to the Crocodile Market.,South Ethiopia Regional State,,,[],"[""chamo"",""boat-safari"",""arba-minch""]","{""lat"":5.835358,""lng"":37.568742}",2026-07-27 22:07:25.776912+00,cruise
73fa1647-e28a-4ed2-8c91-01d9e8af8517,Marriott Executive Apartments Plaza,Paved entrance plaza with ramp access.,Addis Ababa,Kirkos,,[],"[""marriott"",""paved-plaza"",""addis""]","{""lat"":9.010443,""lng"":38.7651132}",2026-07-27 22:07:25.776912+00,accessible
744bca88-3b45-4fbf-a9d9-28e8c3f28974,Gheralta Lodge Peaceful Retreat,Quiet eco-lodge set beneath sandstone mountains ideal for solitude.,Tigray,Halah Gheralta,,[],"[""gheralta-lodge"",""retreat"",""tigray""]","{""lat"":13.7478418,""lng"":39.2536119}",2026-07-27 22:07:25.776912+00,wellness
747633e2-2aaa-42a2-a116-d54d3b9aa7ad,Lake Logipi / Afar Wetland Systems,Remote seasonal saline lake and wetland ecosystem in Afar.,,,,[],"[""afar"",""wetlands"",""logipi""]",,2026-07-27 22:07:25.776912+00,ecotourism
753031cc-2dfd-4765-aeb5-776df375a55b,Ankober Imperial Capital Hill,Historic 18th-century mountain capital of the Shewan kingdom.,Amhara,Ankober,,[],"[""ankober"",""shewa-kingdom"",""imperial-capital""]","{""lat"":9.5911547,""lng"":39.7338213}",2026-07-27 22:07:25.776912+00,ancestry
75629099-8287-4f41-8c1b-fceb18999bf1,Entoto Space Science Research Center & Observatory,National educational facility conducting astronomical research and education.,,,,[],"[""entoto-observatory"",""astronomy"",""space-science""]",,2026-07-27 22:07:25.776912+00,educational
7573f029-279f-4fce-a981-04527cfb1046,Sekota Agew Highland Villages,Remote mountain hamlets in the Wag Hemra zone.,Amhara,Dahana,,[],"[""sekota"",""agew"",""wag-hemra""]","{""lat"":12.4298493,""lng"":38.82529}",2026-07-27 22:07:25.776912+00,rural
758d3678-744c-4d4d-baaa-3160b2116e1b,Wonchi Crater Rim Agro-Villages,Highland rural farming hamlets surrounding the volcanic crater lake.,,,,[],"[""wonchi"",""agro-villages"",""crater-rim""]",,2026-07-27 22:07:25.776912+00,rural
75a34292-e2bf-40bb-8848-710890acde9f,Metu Forest Product Markets,"Market center for purchasing wild honey, beeswax, and forest spices.",Oromia,Metu,,[],"[""metu"",""forest-products"",""illubabor""]","{""lat"":8.2956473,""lng"":35.5834319}",2026-07-27 22:07:25.776912+00,shopping
75ce2351-c396-401e-9d0d-7d041e2524c4,Unity Park Imperial Dining Hall & Tea House,Restored historical imperial dining halls serving coffee and traditional light fare.,,,,[],"[""unity-park"",""imperial-dining"",""tea-house""]",,2026-07-27 22:07:25.776912+00,culinary
75d0ec7a-424a-418e-a85f-9f2cda14bbad,Mezena Lodge Luxury Cottages,Upmarket eco-lodge set in landscaped gardens near Lalibela churches.,Amhara,Lalibela,,[],"[""mezena-lodge"",""luxury-cottages"",""lalibela""]","{""lat"":12.0360639,""lng"":39.0456845}",2026-07-27 22:07:25.776912+00,luxury
75d23b20-011f-43bf-92ce-863f0cc0cc0b,Bale Dinsho Rural High-Altitude Communities,Rural settlements operating at the gateway to Bale Mountains Park.,Oromia,Dinsho,,[],"[""dinsho"",""bale"",""high-altitude""]","{""lat"":7.108213,""lng"":39.780153}",2026-07-27 22:07:25.776912+00,rural
7632ad52-c5db-4151-beb2-afa168a24600,Dire Dawa Somali-Harari Camel Meat & Halwa Outlets,"Eastern culinary outlets serving roasted camel meat, rice, and sweet Halwa.",Dire Dawa,Dire Dawa,,[],"[""dire-dawa"",""camel-meat"",""halwa""]","{""lat"":9.5913368,""lng"":41.8566126}",2026-07-27 22:07:25.776912+00,culinary
766d4383-7b86-400b-8964-a88261cba48b,Melka Kunture Archaeological Museum Site,On-site archaeological museum displaying excavated stone tools and fossils.,Oromia,Melka Awash,,[],"[""melka-kunture"",""archaeology-museum"",""paleolithic""]","{""lat"":8.705032,""lng"":38.5996486}",2026-07-27 22:07:25.776912+00,educational
76af50a0-f47f-40a6-85f9-379922cf2cbd,Arsi Dairy & Wheat Farming Estates,Ethiopia primary wheat belt featuring large-scale commercial farms and dairy.,,,,[],"[""arsi"",""dairy-farms"",""wheat-belt""]",,2026-07-27 22:07:25.776912+00,agritourism
7700497d-3c1e-4056-b314-3b8c7d6a7327,National Museum of Ethiopia,"Primary educational museum documenting paleontology, history, and royal artifacts.",Addis Ababa,Addis Ababa,,[],"[""national-museum"",""paleontology"",""lucy""]","{""lat"":9.0379782,""lng"":38.7618606}",2026-07-27 22:07:25.776912+00,educational
7721fb0f-91e7-420b-9571-f3d72180fa00,Arba Minch University Physics & Space Observation Outpost,University research station for atmospheric physics.,South Ethiopia Regional State,Arba Minch,,[],"[""arba-minch-university"",""space-outpost"",""physics""]","{""lat"":6.0659447,""lng"":37.5600365}",2026-07-27 22:07:25.776912+00,space
772718d2-2fcd-4651-b304-2f42ba25545a,Golden Tulip Luxury Suites,4-star superior luxury suite accommodation near airport.,Addis Ababa,Bole,,[],"[""golden-tulip"",""luxury-suites"",""bole""]","{""lat"":8.9955392,""lng"":38.7870007}",2026-07-27 22:07:25.776912+00,luxury
774d65a3-db8f-4dd7-b8d2-3131998586e5,Dallol & Danakil Depression,"One of the lowest and hottest places on Earth, famous for its bizarre, brightly colored hydrothermal terraces and sulfur springs.",Afar,Dallol,1100,"[""https://images.unsplash.com/photo-1509316975850-ff9c5deb0cd9?w=1200&q=80""]","[""Volcano"",""Adventure"",""Extreme Landscape"",""Salt Flat""]","{""lat"":14.241,""lng"":40.298}",2026-07-08 10:14:01.34431+00,adventure
774fb0dd-af2d-4f6b-aa4d-83e060941082,Metahara Thermal Springs,Geothermal hot springs near Lake Besaka.,Oromia,Awash,,[],"[""thermal"",""metahara"",""hot-springs""]","{""lat"":8.9034451,""lng"":39.9186248}",2026-07-27 22:07:25.776912+00,medical
7763645c-ba1d-43f1-9056-1945753f1978,Lake Chew Bahir Fringe (Desert Wildlife),"Arid saline margins hosting gerenuks, dik-diks, and desert foxes.",,,,[],"[""chew-bahir"",""desert-wildlife"",""gerenuk""]",,2026-07-27 22:07:25.776912+00,wildlife
7766b967-9486-4a9f-840d-f27ba1d5db25,Radisson Blu Spa & Fitness Hub,Upmarket urban spa specializing in stress-relief massage therapies.,Addis Ababa,Kirkos,,[],"[""radisson-blu"",""spa-fitness"",""kazanchis""]","{""lat"":9.0161832,""lng"":38.7677471}",2026-07-27 22:07:25.776912+00,wellness
77a2c585-e455-4d80-865c-97065deba4cc,Gatira Thermal Springs,Mineral hot springs located in the highlands of Arsi.,Oromia,Gatira,,[],"[""thermal"",""gatira"",""arsi""]","{""lat"":8.0424398,""lng"":36.3410514}",2026-07-27 22:07:25.776912+00,medical
77ce857f-7bfb-4c7c-be3e-e5794e34a3b0,Blue Nile Gorge Whitewater Rafting / Trekking,Expedition rafting and deep gorge trekking through the Blue Nile Canyon.,,,,[],"[""rafting"",""river"",""gorge""]",,2026-07-27 22:07:25.776912+00,adventure
77d50b88-c513-48e5-bd4b-5884529a42aa,Choke Mountain Agro-Eco Trekking Loop,Community-managed mountain trekking loop around Mount Choke.,Amhara,,,[],"[""agro-eco"",""choke"",""trekking""]","{""lat"":10.7117887,""lng"":37.8435035}",2026-07-27 22:07:25.776912+00,adventure
77e40b88-aec6-430b-afb4-fdfc163e79fb,Bete Merqorewos,Partially collapsed underground rock-hewn church in Lalibela.,Amhara,Lalibela,,[],"[""bete-merqorewos"",""lalibela"",""rock-church""]","{""lat"":12.0360639,""lng"":39.0456845}",2026-07-27 22:07:25.776912+00,religious
78386fbf-e147-490d-9dee-bb91ee6af286,Lalibela Rock-Hewn Churches,UNESCO World Heritage Site featuring rock-hewn churches dating back to the 12th century. A pilgrimage destination for Ethiopian Orthodox Christians.,Amhara,Lalibela,642.3,"[""https://images.unsplash.com/photo-1578922746317-aac19659f663?w=1200&q=80""]","[""UNESCO"",""Historic"",""Pilgrimage"",""Rock-Hewn""]","{""lat"":12.0316,""lng"":39.0476}",2025-12-07 07:00:43.902649+00,religious
788942e1-12f4-4423-b7ed-a620138313fa,Radisson Blu Hotel Presidential Suite,International luxury business hotel featuring high-security presidential suites.,Addis Ababa,Kirkos,,[],"[""radisson-blu"",""presidential-suite"",""kazanchis""]","{""lat"":9.0161832,""lng"":38.7677471}",2026-07-27 22:07:25.776912+00,luxury
78e3c8c4-de3f-4539-83ba-d6fd93b64197,Saint Gabriel General Hospital,Private multi-specialty general hospital.,Addis Ababa,Arada,,[],"[""hospital"",""saint-gabriel"",""addis""]","{""lat"":9.0239378,""lng"":38.7665055}",2026-07-27 22:07:25.776912+00,medical
791f2010-c9f7-46cf-b9e2-831136c7e22a,Koysha Lake / Halala Kella Boat Cruise Dock,Modern boat cruise dock on the newly formed Koysha reservoir lake.,South Ethiopia Regional State,Kindo Koysha,,[],"[""koysha"",""halala-kella"",""boat-cruise""]","{""lat"":6.933691,""lng"":37.5892615}",2026-07-27 22:07:25.776912+00,cruise
791fd2e8-d352-4ff4-be89-1f21f63ab7d2,Kuriftu Resort & Spa Bishoftu,"Premier lakeside luxury spa resort offering massage, sauna, and hydrotherapy.",,,,[],"[""kuriftu"",""spa"",""wellness-resort""]",,2026-07-27 22:07:25.776912+00,wellness
79586961-69c8-4c9f-8449-cfc4b08ed115,Mekelle Romanat Market,"Central marketplace selling spices, traditional Tigrayan dresses, and crafts.",Tigray,Romanat,,[],"[""romanat-market"",""mekelle"",""tigray""]","{""lat"":13.5899444,""lng"":39.4255413}",2026-07-27 22:07:25.776912+00,shopping
7978eafa-3e91-4915-ab4e-415ca2e10beb,Simien Mountains Conservation Project Camps,Volunteer research camps focusing on wildlife conservation and trail upkeep.,Amhara,,,[],"[""simien"",""conservation-volunteer"",""trail-maintenance""]","{""lat"":13.2458802,""lng"":38.0999456}",2026-07-27 22:07:25.776912+00,voluntourism
79edb245-2330-4d30-a972-eb648227b2df,Gishen Pharmacy Coffee Plantation Estate,Large-scale commercial coffee plantation located inside the Kafa rainforest zone.,,,,[],"[""gishen-coffee"",""coffee-estate"",""kafa""]",,2026-07-27 22:07:25.776912+00,agritourism
7a00111b-9a60-4113-8a08-3fec28046725,Battlefield of Anchem,Historical 1930 civil war battle site between Empress Zewditu and Ras Tafari.,,,,[],"[""anchem"",""battlefield"",""civil-war-history""]",,2026-07-27 22:07:25.776912+00,dark
7a15aa66-fed8-4dd5-8328-0ad463fcb4be,Ankober Palace Eco-Lodge Ridge,Cliffside eco-lodge overlooking the Great Rift Valley.,Amhara,Ankober,,[],"[""ankober"",""eco-lodge"",""escarpment""]","{""lat"":9.5911547,""lng"":39.7338213}",2026-07-27 22:07:25.776912+00,ecotourism
7a4fa0f6-bb6a-4080-b62d-0ba765f074d7,Haile Grand Addis Ababa Conference Center,Modern hotel convention center equipped for corporate summits.,Addis Ababa,Bole,,[],"[""haile-grand"",""conference"",""addis""]","{""lat"":9.0003059,""lng"":38.7817192}",2026-07-27 22:07:25.776912+00,business
7a5e0fe6-3e60-4db5-8eff-b9547c1883fd,West Shewa Agro-Forestry Villages,Forest-fringe farming hamlets near Ambo.,,,,[],"[""west-shewa"",""agro-forestry"",""ambo""]",,2026-07-27 22:07:25.776912+00,rural
7abea604-751f-41e1-bb7f-f5c1f35dfe25,Baro River Riparian Forest (Nile Crocodiles),Lowland river forest holding Nile crocodiles and hippos.,Gambela,Gambela,,[],"[""baro-river"",""nile-crocodiles"",""gambella""]","{""lat"":8.2503656,""lng"":34.5877344}",2026-07-27 22:07:25.776912+00,wildlife
7afecfb4-d229-4c76-9edd-ba490b0355ed,Kafa Biosphere Original Wild Coffee Forest,Origin site offering wild Arabica coffee bean harvests and traditional coffee ceremonies.,,,,[],"[""kafa"",""wild-coffee"",""tasting""]",,2026-07-27 22:07:25.776912+00,culinary
7b23982e-4363-4a29-96c7-5b3f00898229,Chorora Fossil Site,"Discovery site of Chororapithecus abyssinicus, an 8-million-year-old ape ancestor.",,,,[],"[""chorora"",""chororapithecus"",""gorilla-ancestor""]",,2026-07-27 22:07:25.776912+00,ancestry
7b4e7cef-beaf-4208-81b3-dbc6d1c90297,Danakil Salt Flat Camel Caravan Trail,Overland trail following traditional Afar salt transport caravans.,Afar,Melabday,,[],"[""caravan"",""salt-flats"",""danakil""]","{""lat"":13.9745086,""lng"":40.0685197}",2026-07-27 22:07:25.776912+00,adventure
7bacf781-a26b-46a8-81e1-b12eeb816990,Lake Chamo Crocodile Market & Nature Reserve,Natural lake shore famous for giant Nile crocodiles and hippos.,South Ethiopia Regional State,,,[],"[""chamo"",""crocodile-market"",""hippos""]","{""lat"":5.835358,""lng"":37.568742}",2026-07-27 22:07:25.776912+00,ecotourism
7bcbed40-6495-4be9-aa57-c74b340efdbc,Debre Bizen Historic Connections / Border Monasteries,Historic highland monastic connections near the northern escarpments.,,,,[],"[""monastery"",""historic"",""border""]",,2026-07-27 22:07:25.776912+00,religious
7c15eb70-294d-471e-90eb-bc32d5e1e764,Dire Dawa Taiwan Market,Bustling commercial market district famous for imported goods and electronics.,Dire Dawa,Dire Dawa,,[],"[""taiwan-market"",""dire-dawa"",""imported-goods""]","{""lat"":9.592233,""lng"":41.8674731}",2026-07-27 22:07:25.776912+00,shopping
7cbc0d54-1e40-4fe3-81c9-01fc6d81b29a,Sof Omar Cave Systems (Bat Colonies),Subterranean limestone ecosystem housing massive bat colonies.,Oromia,Sof Omar,,[],"[""bats"",""sof-omar"",""cave-wildlife""]","{""lat"":6.9013463,""lng"":40.8438263}",2026-07-27 22:07:25.776912+00,wildlife
7cc14bb7-fbe0-4ee9-a700-0492dfcb447d,Fasilides Bathing Palace,Historic royal bath complex central to Timkat (Epiphany) celebrations.,Amhara,Gonder,,[],"[""fasilides"",""timkat-heritage"",""gondar""]","{""lat"":12.6174164,""lng"":37.4575171}",2026-07-27 22:07:25.776912+00,ancestry
7cd80dc4-e5d4-47a6-8b1b-cd4b8b4252b9,Best Western Plus Pearl Spa Hub,Contemporary hotel spa center.,,,,[],"[""best-western"",""spa-hub"",""addis""]",,2026-07-27 22:07:25.776912+00,wellness
7cf3597a-13a5-40f2-abad-ed22febf9b77,Lake Besaka Submerged Ghost Villages,Villages and infrastructure flooded by the rapid expansion of Lake Besaka.,,,,[],"[""lake-besaka"",""ghost-villages"",""submerged""]",,2026-07-27 22:07:25.776912+00,dark
7d01281b-5acf-4850-90d2-74d00c1829cc,Simien Mountains (Gelada Baboons & Walia Ibex),Highland habitat home to endemic Gelada baboons and Walia ibex.,Amhara,,,[],"[""gelada-baboon"",""walia-ibex"",""simien""]","{""lat"":13.2458802,""lng"":38.0999456}",2026-07-27 22:07:25.776912+00,wildlife
7d92ca06-8c62-48d7-85cf-d6ffba4d9fe7,Gambella Commercial Rice & Cotton Farms,Large commercial agricultural projects growing rice and cotton.,Gambela,Gambela,,[],"[""gambella"",""rice-farms"",""cotton""]","{""lat"":8.2503656,""lng"":34.5877344}",2026-07-27 22:07:25.776912+00,agritourism
7db7e03a-a831-40a0-8d2f-d4e9b43af733,Awi Agew Cultural Region,Highland cultural area preserving unique Agew heritage and traditions.,,,,[],"[""awi"",""agew"",""injibara""]",,2026-07-27 22:07:25.776912+00,cultural
7de8f2d0-cea7-417d-8616-bf91e2ed6c2b,Kafa Biosphere Reserve (Wild Primates & Forest Birds),Lush rainforest home to colobus monkeys and wild forest birds.,,,,[],"[""primates"",""kafa"",""forest-birds""]",,2026-07-27 22:07:25.776912+00,wildlife
7e1fd6e8-4464-43c1-8789-b0b6d7448f31,Beta Medhane Alem Church,"Largest rock-hewn church in Lalibela, known as the ""House of the Saviour of the World"".",Amhara,Lalibela,642,"[""https://images.unsplash.com/photo-1585208798174-6cedd86e019a?w=800"",""https://images.unsplash.com/photo-1605106901227-991bd663255c?w=800""]","[""Monastery"",""Rock-Hewn"",""UNESCO"",""Lalibela"",""Orthodox""]","{""lat"":12.032,""lng"":39.048}",2025-12-08 05:10:50.501803+00,religious
7e33cae2-4050-4b22-bdad-9bdb255ddd1e,Gurage Zone Wolkite Kitfo Capital Hub,The recognized national capital of authentic Kitfo preparation.,Central Ethiopia Regional State,Welkite,,[],"[""wolkite"",""kitfo-capital"",""gurage""]","{""lat"":8.2925634,""lng"":37.781154}",2026-07-27 22:07:25.776912+00,culinary
7eab8587-b580-4d89-a9c5-b3b0a7d3ef3c,Alamata Agricultural Plain Villages,Farming hamlets spread across the fertile Alamata valley.,Tigray,Alamata,,[],"[""alamata"",""agricultural-plain"",""villages""]","{""lat"":12.4175995,""lng"":39.5603233}",2026-07-27 22:07:25.776912+00,rural
7f03a0a7-5543-4810-af24-c9738cd35f15,Shashemene Rastafarian Handicraft Shops,"Specialty craft shops selling handmade leather goods, drums, and art.",Oromia,,,[],"[""shashemene"",""rastafarian"",""handicrafts""]","{""lat"":8.78333,""lng"":38.71667}",2026-07-27 22:07:25.776912+00,shopping
7f7941de-606d-41f2-9784-a581d6b3a775,Alatish National Park (Lions & African Leopards),"Remote woodland park protecting lions, leopards, and woodland game.",Amhara,,,[],"[""lion"",""leopard"",""alatish""]","{""lat"":12.3230117,""lng"":35.5544937}",2026-07-27 22:07:25.776912+00,wildlife
8009a153-ae22-4577-b206-fd7f5242770c,Melka Wakena Reservoir Boating Point,High-altitude hydro-reservoir boat launch in Bale.,Oromia,,,[],"[""melka-wakena"",""reservoir"",""bale""]","{""lat"":7.1745689,""lng"":39.4298925}",2026-07-27 22:07:25.776912+00,cruise
804aa093-37d1-4ecf-b976-537214dcdbe1,Ankober Palace Cliffside,High escarpment edge looking down into dark Rift Valley basins.,Amhara,Ankober,,[],"[""ankober"",""cliffside"",""high-altitude""]","{""lat"":9.5911547,""lng"":39.7338213}",2026-07-27 22:07:25.776912+00,space
808ac17a-9ec9-46a4-b8bf-91d7a9709b08,Dati Wolel National Park (Waterfowl & Primates),Wetland and forest park supporting dense bird and primate populations.,,,,[],"[""dati-wolel"",""waterfowl"",""primates""]",,2026-07-27 22:07:25.776912+00,wildlife
